flight_id,airline,origin_airport,destination_airport,flight_day,scheduled_hour,weather_condition,passenger_count,previous_delay_minutes,security_wait_minutes,gate_changes,delayed
FL311,FlyJinnah,KHI,BKK,Thursday,7,Fog,164.0,120.0,25.0,1,1
FL312,Emirates,DXB,SIN,Thursday,17,Clear,141.0,122.0,18.0,1,0
FL313,PIA,DXB,LHR,Wednesday,5,Rain,132.0,4.0,24.0,0,0
FL314,FlyJinnah,KHI,JFK,Sunday,16,Clear,128.0,0.0,18.0,0,0
FL315,FlyJinnah,DXB,ISB,Saturday,10,Cloudy,164.0,19.0,6.0,0,0
FL316,FlyJinnah,DOH,BKK,Tuesday,6,Clear,156.0,,24.0,0,1
FL317,Turkish,BKK,DXB,Wednesday,17,Cloudy,128.0,9.0,15.0,0,0
FL318,Qatar,KHI,ISB,Sunday,20,Clear,182.0,15.0,25.0,0,0
FL319,PIA,IST,DXB,Friday,17,Clear,213.0,1.0,31.0,0,0
FL320,Turkish,IST,ISB,Sunday,16,Cloudy,157.0,42.0,11.0,0,1
FL321,Qatar,LHE,BKK,Saturday,15,Rain,170.0,0.0,12.0,0,0
FL322,Qatar,BKK,LHR,Wednesday,19,Cloudy,,13.0,18.0,0,0
FL323,Qatar,DOH,JFK,Thursday,12,Clear,148.0,0.0,4.0,0,0
FL324,PIA,DOH,BKK,Friday,15,Fog,170.0,18.0,19.0,1,1
FL325,AirBlue,KHI,JFK,Sunday,13,Clear,212.0,0.0,26.0,0,1
FL326,Turkish,IST,JFK,Sunday,11,Fog,212.0,35.0,27.0,0,0
FL327,Qatar,LHE,JFK,Friday,17,Clear,104.0,0.0,19.0,0,0
FL328,SereneAir,KHI,SIN,Friday,17,Cloudy,161.0,32.0,19.0,0,0
FL329,Qatar,BKK,SIN,Tuesday,8,Clear,112.0,25.0,27.0,0,1
FL330,Turkish,DOH,LHE,Wednesday,16,Storm,145.0,96.0,17.0,1,0
FL331,Turkish,DOH,ISB,Wednesday,17,Clear,157.0,15.0,18.0,0,0
FL332,AirBlue,ISB,LHR,Friday,19,Cloudy,164.0,20.0,20.0,0,1
FL333,Emirates,IST,KHI,Monday,9,Rain,84.0,46.0,11.0,0,1
FL334,Qatar,ISB,KHI,Tuesday,20,Clear,102.0,86.0,11.0,0,1
FL335,FlyJinnah,ISB,BKK,Wednesday,8,Clear,148.0,20.0,15.0,0,0
FL336,FlyJinnah,DOH,JFK,Thursday,14,Clear,195.0,31.0,20.0,0,1
FL337,Turkish,LHE,DXB,Wednesday,6,Cloudy,160.0,2.0,16.0,0,0
FL338,Emirates,DOH,LHE,Sunday,7,Clear,274.0,22.0,,0,0
FL339,Turkish,LHR,LHE,Friday,19,Clear,150.0,4.0,16.0,0,0
FL340,FlyJinnah,DXB,DOH,Sunday,8,Clear,204.0,8.0,23.0,0,0
FL341,Turkish,JFK,IST,Thursday,16,Rain,126.0,1.0,16.0,1,0
FL342,FlyJinnah,ISB,BKK,Thursday,13,Cloudy,195.0,18.0,12.0,0,1
FL343,Qatar,LHE,SIN,Sunday,16,Clear,141.0,13.0,21.0,0,1
FL344,Emirates,DXB,SIN,Monday,8,Cloudy,221.0,0.0,29.0,0,0
FL345,Turkish,SIN,LHE,Thursday,14,Clear,181.0,28.0,18.0,0,1
FL346,Emirates,LHR,DOH,Saturday,7,Fog,168.0,13.0,31.0,0,1
FL347,Emirates,LHR,SIN,Thursday,11,Cloudy,243.0,15.0,12.0,0,1
FL348,AirBlue,ISB,IST,Wednesday,20,Clear,144.0,19.0,6.0,0,1
FL349,Qatar,IST,ISB,Monday,18,Clear,221.0,0.0,28.0,0,0
FL350,FlyJinnah,SIN,DXB,Saturday,8,Clear,69.0,0.0,,0,0
FL351,Turkish,IST,DOH,Friday,15,Cloudy,212.0,3.0,17.0,0,1
FL352,AirBlue,ISB,LHE,Monday,12,Rain,162.0,1.0,13.0,0,0
FL353,SereneAir,KHI,IST,Wednesday,13,Clear,222.0,15.0,17.0,0,0
FL354,Emirates,LHR,SIN,Sunday,5,Clear,188.0,30.0,22.0,0,1
FL355,Qatar,IST,BKK,Friday,5,Cloudy,123.0,48.0,18.0,0,1
FL356,AirBlue,BKK,JFK,Tuesday,15,Rain,165.0,0.0,22.0,1,0
FL357,SereneAir,LHE,KHI,Wednesday,18,Rain,200.0,62.0,24.0,0,1
FL358,Turkish,SIN,LHE,Tuesday,17,Clear,154.0,85.0,16.0,1,1
FL359,SereneAir,ISB,IST,Saturday,19,Clear,175.0,27.0,17.0,0,1
FL360,Qatar,KHI,DOH,Friday,9,Clear,202.0,35.0,17.0,0,1
FL361,FlyJinnah,ISB,LHE,Thursday,6,Clear,187.0,35.0,22.0,0,0
FL362,Emirates,SIN,KHI,Sunday,18,Cloudy,222.0,31.0,33.0,0,1
FL363,AirBlue,BKK,DOH,Wednesday,10,Cloudy,130.0,0.0,13.0,0,0
FL364,Turkish,IST,LHE,Friday,6,Rain,174.0,0.0,17.0,0,0
FL365,FlyJinnah,KHI,JFK,Tuesday,18,Cloudy,173.0,0.0,,0,0
FL366,FlyJinnah,KHI,SIN,Wednesday,15,Rain,207.0,90.0,22.0,0,0
FL367,Turkish,ISB,DXB,Saturday,7,Cloudy,126.0,29.0,,0,1
FL368,FlyJinnah,IST,KHI,Friday,5,Storm,148.0,19.0,8.0,0,1
FL369,Turkish,ISB,DOH,Thursday,17,Clear,149.0,30.0,12.0,0,0
FL370,Turkish,JFK,LHE,Wednesday,22,Cloudy,174.0,92.0,,1,1
FL371,Turkish,BKK,JFK,Friday,7,Clear,125.0,7.0,27.0,0,1
FL372,FlyJinnah,SIN,IST,Monday,21,Cloudy,159.0,5.0,13.0,0,0
FL373,FlyJinnah,SIN,KHI,Friday,19,Clear,103.0,19.0,34.0,0,1
FL374,Turkish,ISB,SIN,Thursday,13,Clear,160.0,0.0,16.0,0,0
FL375,Qatar,DOH,ISB,Saturday,12,Clear,274.0,31.0,19.0,0,0
FL376,AirBlue,BKK,DOH,Wednesday,19,Clear,182.0,21.0,30.0,0,0
FL377,Turkish,SIN,ISB,Wednesday,21,Storm,106.0,0.0,15.0,0,1
FL378,Turkish,IST,ISB,Saturday,8,Rain,205.0,20.0,12.0,1,1
FL379,Qatar,JFK,ISB,Wednesday,20,Clear,122.0,0.0,30.0,0,0
FL380,Turkish,DOH,JFK,Wednesday,8,Clear,143.0,0.0,23.0,0,0
FL381,AirBlue,IST,BKK,Monday,17,Rain,182.0,71.0,22.0,2,1
FL382,Qatar,KHI,LHE,Monday,19,,119.0,0.0,39.0,0,0
FL383,Emirates,LHR,DOH,Sunday,11,Fog,169.0,0.0,25.0,0,0
FL384,FlyJinnah,KHI,SIN,Tuesday,16,Clear,143.0,14.0,16.0,0,0
FL385,Qatar,DOH,SIN,Monday,19,Clear,108.0,0.0,25.0,0,0
FL386,FlyJinnah,LHR,JFK,Thursday,18,Rain,175.0,87.0,27.0,0,1
FL387,Emirates,KHI,JFK,Friday,19,Clear,199.0,0.0,31.0,0,1
FL388,PIA,IST,SIN,Monday,19,Clear,168.0,108.0,25.0,0,0
FL389,PIA,ISB,JFK,Monday,9,Cloudy,143.0,20.0,4.0,0,0
FL390,PIA,ISB,DXB,Thursday,16,Clear,175.0,11.0,18.0,0,0
FL391,AirBlue,BKK,KHI,Sunday,18,Clear,121.0,,17.0,0,1
FL392,Qatar,LHE,JFK,Sunday,21,Clear,187.0,63.0,16.0,1,1
FL393,Turkish,BKK,JFK,Sunday,7,Rain,168.0,15.0,18.0,0,0
FL394,AirBlue,DOH,BKK,Thursday,11,Fog,156.0,10.0,4.0,0,1
FL395,PIA,SIN,KHI,Friday,9,Rain,139.0,10.0,11.0,0,0
FL396,AirBlue,LHE,ISB,Monday,16,Clear,133.0,20.0,15.0,0,1
FL397,FlyJinnah,SIN,KHI,Monday,19,Cloudy,136.0,5.0,22.0,0,1
FL398,Turkish,DXB,LHR,Tuesday,6,Cloudy,203.0,20.0,14.0,0,1
FL399,SereneAir,DXB,JFK,Tuesday,5,Cloudy,161.0,22.0,4.0,0,1
FL400,Qatar,LHE,BKK,Sunday,8,Clear,90.0,9.0,11.0,0,0
FL401,FlyJinnah,BKK,DXB,Friday,20,Fog,196.0,92.0,16.0,0,1
FL402,PIA,SIN,ISB,Saturday,17,Fog,186.0,25.0,29.0,0,1
FL403,FlyJinnah,LHR,LHE,Sunday,17,Clear,201.0,0.0,34.0,0,0
FL404,Turkish,DOH,BKK,Friday,18,Rain,233.0,32.0,45.0,0,1
FL405,SereneAir,IST,LHE,Saturday,15,Clear,158.0,2.0,15.0,0,0
FL406,AirBlue,DXB,JFK,Wednesday,19,Clear,153.0,16.0,17.0,0,0
FL407,SereneAir,LHR,IST,Sunday,17,Cloudy,242.0,8.0,30.0,0,1
FL408,AirBlue,DOH,KHI,Saturday,7,Clear,191.0,111.0,17.0,0,1
FL409,PIA,DXB,BKK,Saturday,9,Cloudy,127.0,0.0,10.0,0,0
FL410,SereneAir,LHE,IST,Tuesday,13,Storm,166.0,8.0,,0,0
FL411,Emirates,LHE,DXB,Tuesday,7,Storm,128.0,5.0,27.0,0,1
FL412,Qatar,DOH,KHI,Monday,10,Clear,190.0,29.0,28.0,0,0
FL413,SereneAir,BKK,LHE,Sunday,15,Fog,110.0,23.0,18.0,0,0
FL414,PIA,IST,ISB,Friday,16,Cloudy,180.0,55.0,24.0,0,1
FL415,SereneAir,BKK,SIN,Monday,19,Clear,209.0,42.0,21.0,0,0
FL416,Emirates,LHR,JFK,Sunday,11,Clear,153.0,0.0,4.0,0,1
FL417,Qatar,IST,KHI,Friday,18,Clear,94.0,35.0,14.0,0,1
FL418,Qatar,LHR,ISB,Sunday,18,Rain,148.0,35.0,21.0,0,1
FL419,SereneAir,JFK,LHE,Thursday,19,Cloudy,228.0,19.0,,0,1
FL420,Emirates,LHR,KHI,Wednesday,13,Cloudy,177.0,54.0,18.0,0,0
FL421,SereneAir,DOH,BKK,Saturday,20,Clear,167.0,77.0,4.0,0,0
FL422,PIA,SIN,IST,Sunday,7,Clear,152.0,44.0,24.0,0,0
FL423,Qatar,BKK,SIN,Sunday,14,Cloudy,165.0,5.0,26.0,0,1
FL424,Turkish,LHR,BKK,Sunday,21,Clear,143.0,79.0,11.0,1,1
FL425,PIA,KHI,ISB,Sunday,13,Clear,168.0,18.0,8.0,1,0
FL426,PIA,KHI,DOH,Friday,19,Clear,155.0,20.0,37.0,0,0
FL427,AirBlue,SIN,KHI,Monday,18,Rain,105.0,8.0,24.0,0,0
FL428,FlyJinnah,IST,LHE,Thursday,17,Clear,219.0,0.0,22.0,0,0
FL429,FlyJinnah,IST,DOH,Friday,17,Clear,127.0,14.0,24.0,0,0
FL430,FlyJinnah,DXB,KHI,Sunday,18,Fog,160.0,16.0,19.0,0,1
FL431,PIA,LHE,KHI,Wednesday,21,Clear,68.0,0.0,20.0,0,0
FL432,Turkish,JFK,IST,Thursday,17,Fog,210.0,12.0,22.0,1,1
FL433,Turkish,KHI,SIN,Saturday,5,Clear,138.0,4.0,6.0,0,0
FL434,SereneAir,LHR,SIN,Friday,8,Clear,195.0,0.0,35.0,0,1
FL435,FlyJinnah,ISB,KHI,Tuesday,15,Rain,145.0,40.0,22.0,1,1
FL436,Qatar,LHR,SIN,Friday,19,Clear,130.0,27.0,21.0,0,0
FL437,Turkish,IST,JFK,Sunday,17,Clear,191.0,54.0,21.0,1,1
FL438,PIA,DOH,KHI,Wednesday,7,Cloudy,219.0,20.0,15.0,0,1
FL439,Qatar,JFK,IST,Friday,6,Clear,155.0,2.0,18.0,0,0
FL440,Emirates,KHI,BKK,Tuesday,8,Clear,203.0,13.0,28.0,0,0
FL441,Turkish,SIN,LHR,Thursday,8,Rain,146.0,1.0,12.0,0,0
FL442,AirBlue,ISB,BKK,Sunday,7,Clear,127.0,0.0,24.0,0,0
FL443,Emirates,ISB,BKK,Tuesday,10,Clear,198.0,36.0,11.0,0,1
FL444,Turkish,DOH,LHE,Wednesday,17,Clear,166.0,102.0,23.0,0,1
FL445,PIA,DOH,IST,Saturday,14,Cloudy,223.0,21.0,33.0,0,1
FL446,SereneAir,KHI,LHR,Sunday,17,Clear,212.0,32.0,17.0,0,1
FL447,AirBlue,BKK,KHI,Sunday,18,Clear,132.0,4.0,20.0,0,0
FL448,SereneAir,BKK,ISB,Thursday,14,Cloudy,201.0,28.0,17.0,0,1
FL449,SereneAir,ISB,KHI,Sunday,17,Rain,244.0,27.0,30.0,0,1
FL450,AirBlue,LHR,JFK,Monday,19,Clear,193.0,91.0,28.0,0,0
FL451,FlyJinnah,ISB,IST,Sunday,6,Rain,102.0,15.0,11.0,1,0
FL452,FlyJinnah,BKK,SIN,Saturday,9,Cloudy,169.0,0.0,5.0,0,1
FL453,PIA,LHE,DOH,Friday,17,Rain,153.0,6.0,8.0,0,1
FL454,SereneAir,DOH,DXB,Monday,11,Clear,230.0,0.0,22.0,0,0
FL455,FlyJinnah,DXB,IST,Saturday,19,Clear,127.0,0.0,27.0,1,0
FL456,FlyJinnah,LHR,KHI,Tuesday,17,Clear,207.0,0.0,25.0,0,0
FL457,Emirates,DXB,LHR,Tuesday,10,Clear,157.0,27.0,20.0,0,1
FL458,SereneAir,JFK,DXB,Saturday,10,Clear,152.0,9.0,30.0,0,0
FL459,Turkish,BKK,ISB,Monday,8,Cloudy,152.0,31.0,32.0,0,0
FL460,FlyJinnah,LHE,KHI,Wednesday,17,Clear,162.0,29.0,4.0,0,0
FL461,SereneAir,BKK,DOH,Friday,9,Fog,115.0,67.0,22.0,1,0
FL462,SereneAir,LHE,SIN,Thursday,7,Fog,124.0,14.0,12.0,0,1
FL463,SereneAir,LHE,DXB,Saturday,13,Clear,204.0,0.0,26.0,0,1
FL464,Emirates,KHI,JFK,Monday,8,Storm,191.0,26.0,25.0,0,1
FL465,SereneAir,BKK,ISB,Wednesday,21,Cloudy,197.0,9.0,15.0,0,1
FL466,SereneAir,ISB,LHE,Friday,20,Clear,145.0,20.0,17.0,0,0
FL467,Turkish,LHE,KHI,Wednesday,13,Clear,176.0,0.0,22.0,0,0
FL468,FlyJinnah,DOH,LHR,Monday,18,Rain,134.0,1.0,28.0,1,1
FL469,Emirates,SIN,KHI,Wednesday,12,Clear,175.0,0.0,13.0,0,0
FL470,PIA,SIN,KHI,Friday,11,Clear,138.0,0.0,14.0,0,0
FL471,AirBlue,JFK,ISB,Monday,11,Cloudy,141.0,40.0,4.0,0,0
FL472,PIA,BKK,DOH,Sunday,17,Clear,202.0,85.0,20.0,0,1
FL473,Qatar,IST,LHR,Sunday,9,Clear,183.0,102.0,19.0,0,1
FL474,AirBlue,KHI,IST,Sunday,12,Clear,187.0,15.0,11.0,0,0
FL475,Qatar,JFK,ISB,Wednesday,5,,140.0,0.0,14.0,0,0
FL476,Qatar,BKK,LHR,Tuesday,17,Cloudy,135.0,104.0,16.0,0,0
FL477,SereneAir,DXB,SIN,Wednesday,11,Clear,115.0,0.0,21.0,0,0
FL478,FlyJinnah,IST,SIN,Sunday,21,Clear,180.0,99.0,17.0,0,1
FL479,Qatar,ISB,KHI,Wednesday,19,Clear,203.0,42.0,27.0,0,1
FL480,SereneAir,IST,JFK,Sunday,6,Rain,162.0,24.0,4.0,0,1
FL481,PIA,KHI,LHE,Sunday,15,Clear,174.0,21.0,8.0,0,1
FL482,AirBlue,IST,JFK,Sunday,7,Rain,128.0,20.0,22.0,0,1
FL483,SereneAir,DXB,LHE,Sunday,17,Clear,174.0,46.0,19.0,0,0
FL484,AirBlue,ISB,BKK,Monday,6,Clear,187.0,88.0,11.0,1,0
FL485,Qatar,DOH,LHR,Thursday,19,Cloudy,207.0,0.0,21.0,0,1
FL486,Emirates,DXB,BKK,Friday,18,Cloudy,139.0,0.0,17.0,1,1
FL487,Emirates,LHE,BKK,Friday,8,Clear,121.0,7.0,26.0,0,1
FL488,Emirates,JFK,BKK,Monday,17,Rain,162.0,35.0,23.0,1,1
FL489,Emirates,BKK,SIN,Sunday,15,Clear,150.0,44.0,9.0,0,0
FL490,Turkish,IST,SIN,Monday,7,Clear,150.0,18.0,22.0,0,1
FL491,Turkish,JFK,DOH,Friday,13,Clear,83.0,29.0,27.0,0,0
FL492,Emirates,SIN,BKK,Monday,17,Clear,186.0,16.0,30.0,0,1
FL493,Qatar,LHE,KHI,Wednesday,9,Clear,162.0,18.0,16.0,0,0
FL494,Emirates,LHR,ISB,Monday,14,Clear,206.0,19.0,11.0,0,0
FL495,AirBlue,SIN,LHR,Sunday,12,Clear,187.0,2.0,12.0,0,0
FL496,FlyJinnah,DOH,KHI,Sunday,7,Clear,120.0,0.0,13.0,0,0
FL497,Qatar,SIN,DXB,Sunday,12,Fog,229.0,42.0,32.0,0,1
FL498,Qatar,IST,LHR,Friday,5,Rain,205.0,16.0,21.0,1,1
FL499,SereneAir,KHI,DXB,Wednesday,20,Cloudy,255.0,30.0,20.0,0,0
FL500,Turkish,KHI,ISB,Tuesday,8,Cloudy,168.0,35.0,26.0,0,0
FL501,Emirates,DXB,ISB,Wednesday,14,Cloudy,216.0,32.0,25.0,0,1
FL502,AirBlue,IST,BKK,Tuesday,18,Cloudy,90.0,32.0,33.0,0,1
FL503,FlyJinnah,DOH,IST,Sunday,17,Storm,179.0,3.0,23.0,1,0
FL504,Emirates,SIN,DOH,Thursday,8,Clear,190.0,0.0,13.0,0,0
FL505,AirBlue,LHR,IST,Monday,19,Clear,210.0,33.0,32.0,0,1
FL506,Emirates,KHI,BKK,Monday,19,Rain,146.0,17.0,15.0,0,0
FL507,SereneAir,DXB,SIN,Monday,8,Clear,148.0,53.0,29.0,0,1
FL508,SereneAir,LHR,DXB,Monday,8,Rain,104.0,36.0,15.0,0,1
FL509,AirBlue,KHI,DXB,Wednesday,20,Rain,210.0,0.0,19.0,0,0
FL510,PIA,JFK,ISB,Sunday,20,Clear,195.0,13.0,10.0,0,1
FL511,FlyJinnah,SIN,LHR,Wednesday,5,Clear,208.0,,25.0,1,1
FL512,PIA,ISB,SIN,Thursday,18,Cloudy,140.0,2.0,25.0,0,1
FL513,PIA,BKK,LHR,Sunday,6,Clear,237.0,48.0,10.0,0,1
FL514,PIA,DOH,LHR,Monday,6,Clear,235.0,25.0,15.0,0,0
FL515,FlyJinnah,JFK,KHI,Wednesday,16,Cloudy,210.0,17.0,19.0,0,0
FL516,AirBlue,SIN,DOH,Wednesday,11,Cloudy,138.0,18.0,20.0,0,0
FL517,Qatar,LHE,DXB,Thursday,9,Clear,161.0,15.0,13.0,0,0
FL518,AirBlue,DXB,DOH,Sunday,6,Clear,107.0,18.0,10.0,0,0
FL519,PIA,LHR,ISB,Thursday,8,Clear,169.0,26.0,27.0,0,0
FL520,AirBlue,ISB,JFK,Monday,6,Clear,188.0,23.0,6.0,1,1
FL521,SereneAir,LHE,JFK,Sunday,14,Clear,237.0,18.0,31.0,0,1
FL522,SereneAir,LHR,DXB,Wednesday,18,Cloudy,262.0,0.0,37.0,0,0
FL523,AirBlue,SIN,JFK,Saturday,10,Cloudy,193.0,79.0,20.0,0,0
FL524,Turkish,SIN,LHR,Tuesday,17,Rain,178.0,0.0,14.0,0,1
FL525,Qatar,LHR,SIN,Thursday,8,Clear,209.0,45.0,29.0,0,0
FL526,Turkish,IST,DOH,Friday,6,Rain,152.0,34.0,23.0,0,1
FL527,SereneAir,JFK,ISB,Tuesday,11,Clear,237.0,31.0,11.0,0,1
FL528,SereneAir,ISB,BKK,Tuesday,9,Cloudy,164.0,43.0,17.0,0,0
FL529,Qatar,DOH,ISB,Sunday,9,Rain,172.0,0.0,6.0,0,1
FL530,AirBlue,DXB,SIN,Tuesday,13,Rain,167.0,0.0,16.0,0,1
FL531,Qatar,ISB,JFK,Tuesday,15,Clear,169.0,13.0,18.0,0,0
FL532,Qatar,DOH,JFK,Friday,5,Rain,184.0,9.0,11.0,0,0
FL533,FlyJinnah,KHI,BKK,Thursday,7,,127.0,5.0,26.0,1,0
FL534,AirBlue,DXB,KHI,Thursday,8,Clear,157.0,69.0,28.0,1,1
FL535,PIA,JFK,DXB,Tuesday,19,Clear,188.0,0.0,16.0,0,0
FL536,AirBlue,LHR,KHI,Sunday,10,Rain,82.0,7.0,6.0,0,0
FL537,Emirates,DOH,LHR,Friday,18,Rain,144.0,19.0,17.0,0,1
FL538,Turkish,LHE,IST,Saturday,14,Cloudy,220.0,25.0,25.0,0,1
FL539,Qatar,IST,LHR,Thursday,7,Clear,173.0,15.0,18.0,0,0
FL540,SereneAir,KHI,DXB,Wednesday,17,Clear,149.0,15.0,21.0,0,1
FL541,Qatar,KHI,DXB,Wednesday,7,Rain,192.0,83.0,22.0,0,1
FL542,Qatar,KHI,LHR,Saturday,9,Clear,230.0,14.0,26.0,0,0
FL543,SereneAir,DXB,KHI,Tuesday,20,Clear,193.0,0.0,24.0,0,0
FL544,Qatar,JFK,LHR,Monday,8,Clear,162.0,16.0,25.0,0,1
FL545,PIA,KHI,DOH,Thursday,9,Cloudy,182.0,13.0,29.0,0,0
FL546,Emirates,JFK,LHE,Wednesday,7,Rain,124.0,0.0,27.0,0,0
FL547,Emirates,ISB,DOH,Monday,16,Fog,142.0,41.0,13.0,0,0
FL548,Emirates,BKK,LHR,Saturday,19,Clear,137.0,120.0,13.0,1,1
FL549,PIA,DXB,DOH,Friday,19,Cloudy,186.0,96.0,30.0,0,1
FL550,Turkish,DXB,DOH,Friday,6,Cloudy,142.0,40.0,17.0,0,0
FL551,Turkish,LHR,KHI,Wednesday,10,Clear,122.0,21.0,15.0,1,0
FL552,Turkish,DOH,BKK,Tuesday,14,Clear,141.0,24.0,7.0,0,1
FL553,PIA,ISB,BKK,Saturday,17,Clear,245.0,0.0,24.0,0,0
FL554,PIA,JFK,LHE,Tuesday,18,Fog,173.0,0.0,19.0,1,0
FL555,FlyJinnah,ISB,JFK,Saturday,17,Clear,154.0,5.0,24.0,0,0
FL556,PIA,KHI,LHR,Thursday,17,Storm,237.0,33.0,33.0,0,0
FL557,Emirates,JFK,KHI,Monday,16,Rain,153.0,,21.0,0,0
FL558,Emirates,JFK,BKK,Thursday,16,Cloudy,182.0,29.0,17.0,0,0
FL559,PIA,LHE,DOH,Wednesday,21,,86.0,96.0,17.0,2,1
FL560,PIA,ISB,IST,Sunday,20,Cloudy,167.0,8.0,16.0,0,1
FL561,Turkish,IST,LHR,Wednesday,10,Fog,235.0,13.0,16.0,0,1
FL562,Emirates,JFK,LHE,Monday,16,Rain,154.0,41.0,8.0,0,1
FL563,Turkish,IST,ISB,Saturday,9,Clear,176.0,0.0,,0,0
FL564,FlyJinnah,KHI,LHR,Wednesday,16,Cloudy,218.0,0.0,18.0,0,0
FL565,Turkish,LHR,LHE,Thursday,20,Clear,137.0,10.0,25.0,0,1
FL566,SereneAir,JFK,DOH,Tuesday,17,Cloudy,219.0,5.0,35.0,0,1
FL567,Qatar,BKK,KHI,Saturday,9,Fog,162.0,0.0,18.0,1,0
FL568,SereneAir,BKK,DXB,Saturday,20,Cloudy,187.0,25.0,15.0,0,0
FL569,Turkish,IST,LHE,Friday,17,Cloudy,169.0,15.0,16.0,0,0
FL570,SereneAir,LHE,ISB,Friday,9,Clear,153.0,0.0,6.0,0,1
FL571,Turkish,IST,LHE,Sunday,17,Rain,189.0,8.0,38.0,0,0
FL572,AirBlue,ISB,BKK,Thursday,9,Cloudy,228.0,12.0,14.0,0,0
FL573,AirBlue,IST,ISB,Sunday,20,Clear,136.0,0.0,4.0,0,1
FL574,SereneAir,BKK,KHI,Saturday,18,Rain,87.0,49.0,23.0,0,1
FL575,SereneAir,BKK,JFK,Tuesday,16,Clear,192.0,16.0,10.0,0,0
FL576,Emirates,KHI,SIN,Sunday,18,Clear,137.0,36.0,33.0,0,1
FL577,FlyJinnah,DOH,KHI,Sunday,15,Clear,224.0,13.0,23.0,0,0
FL578,Emirates,ISB,LHR,Friday,18,Rain,151.0,12.0,11.0,0,0
FL579,Turkish,BKK,LHE,Monday,15,Rain,179.0,20.0,20.0,1,1
FL580,Qatar,LHE,LHR,Saturday,5,Clear,208.0,6.0,14.0,0,0
FL581,SereneAir,BKK,SIN,Friday,8,Clear,176.0,2.0,23.0,0,1
FL582,AirBlue,BKK,JFK,Monday,14,Clear,151.0,5.0,24.0,0,1
FL583,SereneAir,DXB,JFK,Friday,16,Rain,133.0,,22.0,0,1
FL584,Qatar,JFK,KHI,Wednesday,16,Clear,149.0,26.0,15.0,0,1
FL585,PIA,LHE,BKK,Saturday,19,Cloudy,170.0,6.0,16.0,0,1
FL586,Turkish,JFK,LHE,Wednesday,18,Cloudy,176.0,0.0,13.0,0,0
FL587,AirBlue,JFK,DOH,Monday,20,Cloudy,119.0,36.0,8.0,0,1
FL588,FlyJinnah,SIN,DXB,Wednesday,16,Clear,142.0,43.0,13.0,0,0
FL589,SereneAir,SIN,LHR,Sunday,19,Storm,124.0,23.0,18.0,0,1
FL590,Turkish,ISB,LHR,Saturday,14,Clear,220.0,13.0,36.0,1,1
FL591,Turkish,SIN,DXB,Tuesday,6,Rain,71.0,10.0,10.0,0,0
FL592,PIA,DOH,IST,Thursday,9,Clear,161.0,0.0,9.0,0,1
FL593,Qatar,LHR,ISB,Wednesday,5,Clear,159.0,22.0,13.0,0,1
FL594,AirBlue,JFK,KHI,Thursday,5,Rain,164.0,34.0,5.0,1,1
FL595,AirBlue,IST,LHR,Monday,9,Rain,172.0,78.0,14.0,1,1
FL596,Qatar,LHR,LHE,Wednesday,17,Rain,115.0,31.0,28.0,0,0
FL597,Emirates,DXB,ISB,Saturday,18,Clear,161.0,12.0,21.0,0,0
FL598,SereneAir,KHI,IST,Saturday,8,Rain,183.0,40.0,19.0,0,0
FL599,AirBlue,JFK,ISB,Wednesday,21,Fog,117.0,58.0,9.0,1,1
FL600,SereneAir,KHI,IST,Wednesday,8,Clear,135.0,54.0,31.0,0,1
FL601,FlyJinnah,IST,JFK,Wednesday,7,Cloudy,138.0,0.0,16.0,0,0
FL602,SereneAir,DXB,LHR,Monday,19,Clear,164.0,4.0,29.0,0,1
FL603,Qatar,BKK,IST,Wednesday,17,Storm,183.0,82.0,22.0,0,0
FL604,Emirates,KHI,LHR,Monday,13,Cloudy,229.0,4.0,17.0,0,1
FL605,AirBlue,JFK,SIN,Saturday,14,Clear,201.0,22.0,11.0,0,1
FL606,Qatar,ISB,BKK,Thursday,13,Cloudy,,49.0,14.0,0,1
FL607,SereneAir,LHE,IST,Sunday,18,Cloudy,165.0,47.0,30.0,0,1
FL608,Qatar,DOH,LHE,Thursday,19,Clear,218.0,62.0,24.0,1,0
FL609,Qatar,KHI,LHR,Saturday,8,Cloudy,144.0,6.0,21.0,0,1
FL610,Emirates,JFK,IST,Tuesday,19,Clear,175.0,24.0,28.0,0,1
FL611,AirBlue,JFK,DXB,Monday,7,Clear,112.0,21.0,24.0,1,1
FL612,PIA,ISB,KHI,Tuesday,8,Clear,198.0,121.0,30.0,0,1
FL613,Qatar,LHR,LHE,Wednesday,9,Clear,219.0,23.0,28.0,0,1
FL614,AirBlue,ISB,DOH,Monday,8,Clear,146.0,25.0,20.0,0,0
FL615,AirBlue,KHI,IST,Wednesday,6,Clear,109.0,78.0,19.0,1,0
FL616,Qatar,DOH,JFK,Monday,8,Clear,144.0,24.0,29.0,0,0
FL617,AirBlue,JFK,SIN,Saturday,18,Storm,,5.0,21.0,1,1
FL618,FlyJinnah,JFK,IST,Tuesday,18,Cloudy,166.0,32.0,17.0,0,0
FL619,Qatar,DXB,KHI,Tuesday,9,Clear,186.0,0.0,18.0,0,0
FL620,AirBlue,DOH,SIN,Tuesday,18,Cloudy,201.0,6.0,24.0,0,1
FL621,Emirates,JFK,IST,Monday,17,Cloudy,229.0,29.0,31.0,0,1
